word;polarity
дерьмовый;-2
десантник;1
десантник;0
десантник;0
деспот;-2
деспот;-2
деспот;-1
деспотия;-1
деспотия;-1
деспотия;-1
дестабилизация;-1
дестабилизация;-2
дестабилизация;-1
дестабилизировать;-1
дестабилизировать;0
дестабилизировать;-1
дестабилизировать;-1
дестабилизировать;0
деструктивный;-1
деструктивный;-1
деструктивный;-1
деструктивный;-1
деструктивный;-1
деталь;0
деталь;0
деталь;0
детальный;0
детальный;0
детальный;0
детальный;0
детдом;0
детдом;-2
детдом;0
детдом;0
детектор;1
детектор;0
детектор;0
детишки;1
детишки;0
детишки;1
детишки;-1
детка;2
детка;-1
детка;-1
детка;1
детка;1
детка;0
детоубийство;-1
детоубийство;-2
детоубийство;-2
детоубийца;-2
детоубийца;-2
детоубийца;-2
детоубийца;-2
детройт;1
детройт;-1
детройт;0
детский;0
детский;0
детский;1
детство;0
детство;0
детство;0
детство;0
детство;0
дефект;-1
дефект;-1
дефект;-1
дефект;-1
дефект;-1
дефект;0
дефект;-1
дефект;0
дефектный;-1
дефектный;-1
дефектный;-1
дефицит;-2
дефицит;0
дефицит;-1
дефицитный;0
дефицитный;0
дефицитный;0
дефицитный;0
дефицитный;-1
дефолт;0
дефолт;0
дефолт;0
дефолт;-1
деформация;-1
деформация;-1
деформация;-1
деформировать;-1
деформировать;0
деформировать;0
деформировать;0
деформировать;0
деформировать;0
деформироваться;-1
деформироваться;0
деформироваться;-1
деформироваться;0
деформироваться;0
дешевенький;0
дешевенький;-1
дешевенький;0
дешевизна;0
дешевизна;-1
дешевизна;0
дешевый;0
дешевый;-1
дешевый;0
дешевый;0
дешевый;-1
деятель;0
деятель;0
деятель;-1
деятельность;1
деятельность;0
деятельность;0
деятельность;0
деятельный;0
деятельный;1
деятельный;1
деятельный;1
джентльмен;0
джентльмен;0
джентльмен;2
джентльмен;0
джентльменский;1
джентльменский;1
джентльменский;1
джентльменский;1
джентльменский;0
джип;0
джип;0
джип;0
джип;-1
джип;0
джихад;0
джихад;0
джихад;0
джон;0
джон;0
джон;0
джугашвили;0
джугашвили;0
джугашвили;0
джунгли;-1
джунгли;0
джунгли;0
джунгли;0
джунгли;0
джунгли;-1
джунгли;0
диабет;0
диабет;0
диабет;0
диабет;0
диабет;-1
диагноз;0
диагноз;0
диагноз;0
диагноз;0
диагноз;-1
диана;0
диана;0
диана;0
диана;0
диана;0
диана;0
диана;0
диарея;0
диарея;0
диарея;-1
диаспора;0
диаспора;0
диаспора;0
диверсант;0
диверсант;-1
диверсант;0
диверсант;1
диверсант;0
диверсант;-2
диверсант;-1
диверсионный;-1
диверсионный;-1
диверсионный;-1
диверсия;-1
диверсия;-1
диверсия;-1
диверсия;-1
диверсия;-1
дивиденд;0
дивиденд;0
дивиденд;0
дивизия;0
дивизия;0
дивизия;0
дивный;1
дивный;1
дивный;1
дивный;-1
дивный;0
диво;0
диво;1
диво;0
диво;2
диво;0
диво;2
диетический;1
диетический;1
диетический;0
дизентерия;0
дизентерия;0
дизентерия;-1
дикарский;-1
дикарский;-2
дикарский;-1
дикарский;-1
дикарь;-1
дикарь;-1
дикарь;-1
дикий;-1
дикий;0
дикий;0
дикий;0
дикий;-2
дикость;0
дикость;-1
дикость;-2
диктатор;-1
диктатор;-1
диктатор;-1
диктатор;-2
диктатор;-1
диктатор;-1
диктаторский;-1
диктаторский;-1
диктаторский;-2
диктаторский;0
диктаторский;-1
диктатура;-1
диктатура;-1
диктатура;0
дилетантский;-1
дилетантский;0
дилетантский;0
димон;0
димон;0
димон;-1
димон;0
димон;0
динамический;0
динамический;1
динамический;0
динамический;0
динамический;0
динамический;0
динамичный;1
динамичный;1
динамичный;0
диплом;0
диплом;0
диплом;0
дипломат;0
дипломат;0
дипломат;0
дипломатический;0
дипломатический;0
дипломатический;0
дипломатический;1
дипломатичный;1
дипломатичный;1
дипломатичный;0
дипломатия;0
дипломатия;0
дипломатия;0
дипломатия;0
дипломатия;0
дипломатия;0
директивный;1
директивный;0
директивный;0
директивный;0
директивный;-1
диск;0
диск;1
диск;0
дисквалифицировать;-1
дисквалифицировать;-1
дисквалифицировать;0
дисквалифицировать;-1
дискомфорт;-1
дискомфорт;-1
дискомфорт;-1
дискомфортный;-1
дискомфортный;-1
дискомфортный;0
дискомфортный;-1
дискомфортный;-1
дискредитация;-1
дискредитация;-1
дискредитация;-1
дискредитация;-1
дискредитация;-2
дискредитация;-1
дискредитация;-1
дискредитация;-1
дискредитировать;-1
дискредитировать;-1
дискредитировать;-1
дискредитировать;-1
дискриминационный;-1
дискриминационный;-1
дискриминационный;-1
дискриминация;-1
дискриминация;-2
дискриминация;-1
дискриминировать;-1
дискриминировать;-1
дискриминировать;-1
дискриминировать;-2
дискуссия;0
дискуссия;0
дискуссия;0
дискуссия;0
диссертация;0
диссертация;0
диссертация;0
диссонанс;0
диссонанс;-1
диссонанс;0
дистанция;0
дистанция;0
дистанция;0
дисциплина;0
дисциплина;0
дисциплина;0
дисциплина;0
дитя;0
дитя;-1
дитя;-1
дифтерия;-1
дифтерия;0
дифтерия;0
дичь;0
дичь;-1
дичь;-1
дичь;0
длинный;0
длинный;0
длинный;0
длительный;0
длительный;0
длительный;0
длительный;0
длительный;0
длительный;0
длительный;0
дмитрий;0
дмитрий;0
дмитрий;0
дмитрий;0
дмитрий;0
дмитрий;0
днепр;0
днепр;0
днепр;0
днепропетровск;0
днепропетровск;0
днепропетровск;0
дно;0
дно;0
дно;0
дно;0
дно;0
добавочный;0
добавочный;0
добавочный;0
добавочный;0
добавочный;0
добиваться;0
добиваться;0
добиваться;0
добиваться;0
добиваться;0
добиваться;0
добираться;0
добираться;0
добираться;0
доблестный;-1
доблестный;1
доблестный;1
доблесть;-1
доблесть;1
доблесть;0
добренький;-1
добренький;1
добренький;-1
добро;1
добро;1
добро;-1
добро;-1
добро;0
добровольный;0
добровольный;1
добровольный;0
добровольный;0
добродетель;1
добродетель;1
добродетель;1
доброжелательность;1
доброжелательность;2
доброжелательность;1
доброжелательный;2
доброжелательный;1
доброжелательный;1
доброжелательный;0
доброжелательный;2
доброжелательный;2
доброжелательный;1
доброкачественный;-1
доброкачественный;0
доброкачественный;0
доброкачественный;0
доброкачественный;1
добросовестность;1
добросовестность;1
добросовестность;1
добросовестный;1
добросовестный;1
добросовестный;0
добросовестный;1
добросовестный;1
добрососедство;1
добрососедство;1
добрососедство;1
доброта;2
доброта;1
доброта;2
доброта;1
доброта;1
доброта;1
доброта;1
доброта;1
добротный;1
добротный;1
добротный;1
добрый;2
добрый;1
добрый;1
добрый;0
добрый;1
добряк;-1
добряк;0
добряк;2
добывать;1
добывать;0
добывать;-1
добыча;0
добыча;0
добыча;0
доверие;0
доверие;1
доверие;2
доверие;0
доверительный;0
доверительный;0
доверительный;0
доверчивый;1
доверчивый;-1
доверчивый;0
доверчивый;-1
доверчивый;-1
доверять;0
доверять;0
доверять;1
доверять;0
доводить;-1
доводить;-1
доводить;0
довольно-таки;0
довольно-таки;0
довольно-таки;0
довольно-таки;0
довольный;0
довольный;1
довольный;1
догадка;0
догадка;-1
догадка;0
догадливый;1
догадливый;0
догадливый;1
догадываться;0
догадываться;0
догадываться;0
догадываться;0
догадываться;0
догадываться;0
догадываться;0
договариваться;0
договариваться;0
договариваться;0
договор;0
договор;0
договор;0
договор;0
доезжать;0
доезжать;0
доезжать;0
доезжать;0
доза;0
доза;0
доза;0
доить;-1
доить;-1
доить;-1
доказывать;0
доказывать;-1
доказывать;0
доклад;0
доклад;0
доклад;0
доктор;0
доктор;1
доктор;1
доктор;0
докторский;1
докторский;0
докторский;0
докторский;0
докторский;1
документ;0
документ;0
документ;0
документ;0
документ;0
документ;0
документ;0
документальный;0
документальный;0
документальный;0
документальный;0
документальный;0
долбоеб;-2
долбоеб;-2
долбоеб;-2
долбоеб;-2
долг;-1
долг;0
долг;0
долгий;0
долгий;0
долгий;0
долговечность;1
долговечность;2
долговечность;0
долговой;-1
долговой;0
долговой;-1
долговременный;0
долговременный;0
долговременный;0
долговременный;0
долговременный;0
долговременный;0
долгожданный;1
долгожданный;0
долгожданный;1
долгожданный;0
долгоиграющий;0
долгоиграющий;1
долгоиграющий;1
должник;0
должник;-1
должник;0
должность;0
должность;0
должность;0
должность;0
должность;0
должный;0
должный;0
должный;0
должный;0
доллар;0
доллар;0
доллар;0
доллар;-1
долматов;0
долматов;0
долматов;0
долматов;0
доля;0
доля;0
доля;0
дом;1
дом;0
дом;0
дом;0
дом;0
домашний;0
домашний;0
домашний;0
домашний;0
домашний;0
домашний;0
домик;0
домик;0
домик;-1
домик;1
домик;1
доминировать;0
доминировать;0
доминировать;0
домогательство;0
домогательство;0
домогательство;0
домогательство;0
домогательство;-1
доморощенный;-1
доморощенный;0
доморощенный;-1
донбасс;0
донбасс;0
донбасс;0
донецк;0
донецк;0
донецк;0
донецкий;0
донецкий;0
донецкий;0
донецкий;0
донор;1
донор;0
донор;0
донос;-1
донос;-1
донос;-1
доносить;0
доносить;-2
доносить;-1
доносить;-1
доносить;-1
допекать;-1
допекать;-1
допекать;-1
допинг;-1
допинг;-1
допинг;-1
дополнительный;0
дополнительный;0
дополнительный;0
допрос;0
допрос;0
допрос;0
допускать;0
допускать;0
допускать;-1
допустимость;0
допустимость;0
допустимость;0
допустимый;0
допустимый;0
допустимый;0
дорога;0
дорога;0
дорога;0
дорога;0
дорога;0
дорога;0
дороговатый;-1
дороговатый;-1
дороговатый;-1
дороговатый;0
дороговатый;0
дороговизна;0
дороговизна;1
дороговизна;0
дорогой;0
дорогой;0
дорогой;0
дорогостоящий;0
дорогостоящий;-1
дорогостоящий;-1
дорогостоящий;-1
дорожать;-1
дорожать;-1
дорожать;-1
дорожать;-1
дорожка;0
дорожка;0
дорожка;0
дорожный;0
дорожный;0
дорожный;0
дорожный;0
дорожный;0
досада;-1
досада;-1
досада;0
досадный;-1
досадный;-1
досадный;-1
доставать;0
доставать;0
доставать;0
доставать;0
доставать;-1
доставать;0
доставаться;-1
доставаться;0
доставаться;0
доставаться;0
достаток;0
достаток;1
достаток;1
достаток;0
достаточный;0
достаточный;0
достаточный;0
достигать;0
достигать;0
достигать;0
достижение;0
достижение;0
достижение;1
достоверность;1
достоверность;1
достоверность;0
достоверный;1
достоверный;1
достоверный;1
достоинство;1
достоинство;1
достоинство;0
достоинство;0
достойный;1
достойный;1
достойный;-1
достойный;1
достопочтенный;-1
достопочтенный;2
достопочтенный;1
достопочтенный;1
достояние;1
достояние;0
достояние;0
достояние;0
достояние;-1
достояние;0
достояние;2
достояние;1
доступ;0
доступ;-1
доступ;1
доступность;0
доступность;0
доступность;0
доступный;0
доступный;0
доступный;0
доступный;0
досуг;0
досуг;0
досуг;0
досужий;0
досужий;0
досужий;0
досужий;-1
дотошный;0
дотошный;-1
дотошный;-1
дохлый;-1
дохлый;-2
дохлый;-2
дохлый;-1
дохлый;-1
дохнуть;-1
дохнуть;-1
дохнуть;-2
доход;0
доход;0
доход;0
доход;0
доход;1
доход;0
доходный;1
доходный;0
доходный;0
доходчивый;-1
доходчивый;0
доходчивый;1
дочерний;0
дочерний;0
дочерний;0
дочерний;0
дочерний;0
дочерний;0
дочерний;0
дочь;0
дочь;1
дочь;0
драгоценный;1
драгоценный;-1
драгоценный;0
дразнить;-1
дразнить;-1
дразнить;-1
драйв;0
драйв;-1
драйв;0
драйв;1
драйв;1
драка;-1
драка;-1
драка;0
драматичный;-1
драматичный;-1
драматичный;-1
драть;-1
драть;-1
драть;-1
драть;-1
драться;-1
драться;-1
драться;0
драться;0
древний;0
древний;0
древний;0
древний;0
древний;0
дремучий;-1
дремучий;-1
дремучий;0
дремучий;-1
дрожать;0
дрожать;-1
дрожать;-1
дрожать;0
дрожать;-1
дрожать;-1
дрожать;-1
дрочить;-1
дрочить;-1
дрочить;-1
друг;0
друг;0
друг;0
дружба;1
дружба;1
дружба;1
дружба;1
дружба;1
дружелюбие;1
дружелюбие;1
дружелюбие;1
дружелюбный;1
дружелюбный;1
дружелюбный;1
дружеский;1
дружеский;1
дружеский;1
дружественный;1
дружественный;0
дружественный;0
дружить;2
дружить;0
дружить;1
дружище;1
дружище;0
дружище;2
дружный;-1
дружный;1
дружный;1
дружный;2
дружок;-1
дружок;1
дружок;-1
дрянь;-2
дрянь;0
дрянь;-2
дрянь;-2
дрянь;-1
дряхлый;-1
дряхлый;-1
дряхлый;-1
дряхлый;-1
дтп;0
дтп;0
дтп;0
дтп;-1
дубай;0
дубай;0
дубай;0
дубай;0
дубина;-1
дубина;0
дубина;-1
дубинка;0
дубинка;0
дубинка;-1
дума;0
дума;0
дума;0
думаться;0
думаться;0
думаться;0
дура;-1
дура;-1
дура;-1
дура;-2
дура;-2
дура;-2
дура;-1
дура;-2
дурак;-1
дурак;-2
дурак;-1
дурацкий;-1
дурацкий;-1
дурацкий;-1
дурацкий;-1
дурачок;-1
дурачок;-1
дурачок;-1
дурдом;0
дурдом;-2
дурдом;-1
дурдом;-1
дурдом;-2
дурдом;-1
дурень;0
дурень;-1
дурень;-1
дурить;-1
дурить;-1
дурить;-2
дурить;-1
дурить;0
дурной;-1
дурной;-1
дурной;-1
дурной;-1
дурной;-2
дурной;-1
дурость;-2
дурость;-1
дурость;-1
дурость;-1
дурость;-1
дурочка;-1
дурочка;-1
дурочка;-1
дурочка;-1
дурочка;-1
дурь;-1
дурь;-1
дурь;-1
дух;0
дух;0
дух;0
духовенство;0
духовенство;0
духовенство;0
духовность;-1
духовность;-1
духовность;0
духовность;1
духовный;1
духовный;0
духовный;0
душа;0
душа;0
душа;0
душа;0
душевный;1
душевный;0
душевный;1
душегуб;-2
душегуб;-1
душегуб;-1
душегуб;-2
душенька;-1
душенька;1
душенька;0
душераздирающий;-1
душераздирающий;-1
душераздирающий;-1
душеспасительный;1
душеспасительный;1
душеспасительный;0
душистый;1
душистый;1
душистый;0
душить;0
душить;-1
душить;-1
душить;-2
душить;-2
душный;-1
душный;0
душный;-1
душный;-1
душок;-1
душок;-1
душок;-1
дым;0
дым;0
дым;0
дым;0
дым;0
дымить;0
дымить;-1
дымить;0
дыра;-1
дыра;-1
дыра;-1
дыра;-1
дырка;0
дырка;0
дырка;-1
дырка;0
дырка;-1
дырка;0
дырка;0
дыхание;0
дыхание;0
дыхание;0
дыхание;0
дышать;-1
дышать;0
дышать;0
дьявол;-1
дьявол;-2
дьявол;-1
дьявол;0
ебало;-2
ебало;-2
ебало;-2
ебало;-2
ебало;-2
ебало;-2
ебало;-2
ебануться;-2
ебануться;-2
ебануться;-2
ебануться;-2
ебануться;-2
ебаный;-2
ебаный;-2
ебаный;-2
ебать;-2
ебать;-2
ебать;-2
ебаться;-2
ебаться;-2
ебаться;-2
ебаться;-2
ебучий;-2
ебучий;-2
ебучий;-2
ебучий;-2
ебучий;-2
еврей;0
еврей;0
еврей;0
еврейка;0
еврейка;-1
еврейка;-1
еврейский;0
еврейский;-1
еврейский;0
еврейский;0
еврейский;0
еврейство;0
еврейство;0
еврейство;-1
еврейство;0
еврейство;0
еврейство;0
еврейство;-2
еврейство;0
евро;0
евро;0
евро;0
евро;0
евро;0
европа;0
европа;0
европа;0
европейский;0
европейский;0
европейский;0
египет;0
египет;0
египет;0
египет;0
египетский;0
египетский;0
египетский;0
египтянин;0
египтянин;0
египтянин;0
египтянин;0
египтянин;0
египтянин;0
егэ;0
егэ;0
егэ;0
еда;1
еда;0
еда;0
еда;0
еда;0
еда;0
единение;1
единение;0
единение;0
единица;0
единица;0
единица;0
единомышленник;1
единомышленник;0
единомышленник;0
единомышленник;0
единомышленник;1
единственный;1
единственный;0
единственный;0
единство;1
единство;0
единство;0
единство;1
единый;0
единый;0
единый;1
единый;0
едкий;-1
едкий;-1
едкий;-1
езда;0
езда;0
езда;0
езда;0
ездить;0
ездить;0
ездить;0
еле-еле;-1
еле-еле;0
еле-еле;-1
еле-еле;-1
ельцин;0
ельцин;0
ельцин;-1
ельцин;0
ельцин;0
ельцин;0
ельцинский;0
ельцинский;-1
ельцинский;-1
ельцинский;0
ельцинский;-1
епархия;0
епархия;0
епархия;0
епископ;0
епископ;0
епископ;0
еретик;-1
еретик;-1
еретик;0
еретический;-1
еретический;-1
еретический;-1
ерунда;-2
ерунда;-1
ерунда;-1
ерунда;-1
ерунда;-1
ес;0
ес;0
ес;0
естественный;0
естественный;0
естественный;0
естественный;0
ехать;0
ехать;0
ехать;0
ехать;0
ехать;0
жадничать;-1
жадничать;-1
жадничать;-1
жадность;-2
жадность;-1
жадность;-2
жадность;-1
жадность;-1
жадность;-1
жадный;-2
жадный;-1
жадный;-1
жажда;-1
жажда;0
жажда;-1
жажда;0
жажда;-1
жалеть;0
жалеть;0
жалеть;0
жалеть;0
жалкий;-1
жалкий;-1
жалкий;-1
жалкий;-2
жалкий;-1
жалоба;0
жалоба;-1
жалоба;-1
жалоба;0
жалобный;-1
жалобный;-1
жалобный;0
жалобный;0
жалобный;-1
жалобный;0
жалобный;0
жаловать;0
жаловать;0
жаловать;-1
жаловаться;0
жаловаться;-1
жаловаться;0
жалостливый;0
жалостливый;-1
жалостливый;1
жалостливый;-1
жалость;-1
жалость;1
жалость;-1
жалость;-1
жарковато;0
жарковато;0
жарковато;0
жарковато;-1
ждать;0
ждать;0
ждать;0
желание;0
желание;0
желание;0
желание;0
желанный;1
желанный;1
желанный;1
желанный;1
желательный;0
желательный;1
желательный;0
желать;1
желать;0
желать;0
желать;0
железа;0
железа;0
железа;0
железа;0
железный;-1
железный;0
железный;0
железный;0
железный;1
железный;0
желтизна;0
желтизна;0
желтизна;0
желтизна;0
желтизна;0
желтизна;0
желтуха;1
желтуха;-1
желтуха;0
желтуха;0
желтый;0
желтый;0
желтый;0
желчный;-2
желчный;0
желчный;0
жена;0
жена;0
жена;1
женить;0
женить;0
женить;0
женить;0
женоненавистник;-1
женоненавистник;-1
женоненавистник;-2
женоненавистник;-1
женоненавистник;-2
женоненавистник;-1
женоненавистник;-2
женоненавистник;-1
женский;0
женский;0
женский;0
женственность;0
женственность;0
женственность;2
женственный;1
женственный;0
женственный;1
женщина;0
женщина;0
женщина;0
жертва;0
жертва;-1
жертва;-1
жертвенность;1
жертвенность;1
жертвенность;1
жертвенность;0
жертвенность;1
жертвенность;1
жертвенный;-1
жертвенный;0
жертвенный;1
жертвенный;0
жертвенный;0
жертвователь;0
жертвователь;0
жертвователь;0
жертвователь;-1
жертвовать;1
жертвовать;0
жертвовать;1
жесткий;0
жесткий;0
жесткий;-1
жесткий;-1
жесткость;-1
жесткость;0
жесткость;-1
жестокий;-1
жестокий;-1
жестокий;-1
жестокий;0
жестокий;0
жестокость;-1
жестокость;-1
жестокость;-1
жесть;-1
жесть;-1
жесть;-1
жечь;0
жечь;0
жечь;0
жечь;-1
жечь;0
жечь;0
жжение;0
жжение;-1
жжение;-1
жжение;1
живительный;1
живительный;1
живительный;1
живодер;-1
живодер;-2
живодер;-2
живодер;-1
живодер;-1
живодер;-2
живой;0
живой;0
живой;0
живой;0
живой;0
живой;0
живой;0
живописный;2
живописный;1
живописный;1
живописный;2
живописный;0
живописный;0
живописный;1
живот;0
живот;0
живот;0
животный;-1
животный;-1
животный;0
животрепещущий;0
животрепещущий;-1
животрепещущий;0
живучесть;0
живучесть;1
живучесть;1
живучий;1
живучий;0
живучий;-1
живучий;-1
живучий;-2
жид;-1
жид;-2
жид;-2
жидовский;-1
жидовский;-1
жидовский;-2
жизнелюбивый;1
жизнелюбивый;2
жизнелюбивый;1
жизнелюбивый;0
жизненный;0
жизненный;0
жизненный;0
жизнерадостный;0
жизнерадостный;-1
жизнерадостный;1
жизнерадостный;1
жизнеспособность;0
жизнеспособность;1
жизнеспособность;0
жизнеспособный;0
жизнеспособный;1
жизнеспособный;0
жизнеспособный;1
жизнеспособный;-2
жизнеспособный;0
жизнь;0
жизнь;0
жизнь;0
жила;0
жила;-1
жила;-1
жила;0
жилой;0
жилой;0
жилой;0
жилье;0
жилье;0
жилье;0
жилье;0
жириновский;0
жириновский;0
жириновский;0
жириновский;0
жирный;0
жирный;1
жирный;-2
жирный;0
жирный;-1
жирный;-1
житель;0
житель;0
житель;0
житель;0
житель;0
жительство;0
жительство;0
жительство;0
жительство;0
жительство;0
жить;0
жить;0
жить;0
жкх;0
жкх;0
жкх;0
жкх;0
жкх;0
жопа;-2
жопа;-2
жопа;-1
жопка;0
жопка;0
жопка;-2
жратва;-2
жратва;-1
жратва;-1
жратва;-1
жрать;-2
жрать;-1
жрать;-1
жужжать;-1
жужжать;0
жужжать;-1
жужжать;-1
жулик;-2
жулик;-2
жулик;-2
жулик;-2
жулик;-2
жулик;-2
жулик;-1
жулик;-1
жульничать;-2
жульничать;0
жульничать;-1
жульничество;-1
жульничество;-1
жульничество;-1
жупел;0
жупел;-1
жупел;0
журить;-1
журить;-1
журить;-1
журнал;0
журнал;0
журнал;0
жуткий;-1
жуткий;-1
жуткий;-1
жуткий;-1
жутковатый;-1
жутковатый;-1
жутковатый;-2
жуть;-1
жуть;-1
жуть;-1
заартачиться;-1
заартачиться;-1
заартачиться;-1
забавлять;-1
забавлять;0
забавлять;1
забавный;1
забавный;0
забавный;0
забастовка;-2
забастовка;-1
забастовка;0
забастовка;0
забеременеть;0
забеременеть;0
забеременеть;0
забеременеть;0
забивать;-1
забивать;-1
забивать;-1
забивать;-1
забивать;0
забирать;0
забирать;-1
забирать;0
забирать;-1
забирать;0
забирать;0
заблудиться;0
заблудиться;-1
заблудиться;0
заблуждаться;-1
заблуждаться;-1
заблуждаться;0
заблуждение;0
заблуждение;0
заблуждение;-1
заблуждение;0
заболеваемость;-1
заболеваемость;0
заболеваемость;0
заболеваемость;0
заболеваемость;0
заболевание;-1
заболевание;-1
заболевание;-1
заболевание;0
заболевание;-1
заболевание;0
заболевание;0
заболевать;-1
заболевать;0
заболевать;0
заболевать;0
забор;0
забор;0
забор;0
забор;0
забор;0
забота;1
забота;0
забота;2
заботить;0
заботить;-1
заботить;0
заботиться;2
заботиться;0
заботиться;1
заботиться;0
заботиться;1
заботливый;0
заботливый;-1
заботливый;-1
заботливый;-1
забулдыга;-1
забулдыга;-1
забулдыга;-1
забывать;0
забывать;0
забывать;-1
завал;0
завал;0
завал;0
заваливать;-1
заваливать;-1
заваливать;0
заваливать;0
заведение;0
заведение;0
заведение;0
заведение;0
заведение;0
заведение;0
заведение;0
заведение;0
заведомый;0
заведомый;-1
заведомый;0
заверять;0
заверять;0
заверять;0
заветный;1
заветный;1
заветный;1
заветный;0
завидный;1
завидный;1
завидный;1
завидный;-1
завидовать;0
завидовать;0
завидовать;-1
завидовать;0
завиральный;-1
завиральный;-1
завиральный;-1
завиральный;-1
завиральный;-1
завиральный;0
зависеть;0
зависеть;0
зависеть;0
зависимость;0
зависимость;0
зависимость;-1
зависимость;0
зависимый;0
зависимый;-1
зависимый;-1
завистливый;-1
завистливый;-1
завистливый;-1
завистливый;-1
завистливый;-1
завистник;-1
завистник;-1
завистник;-1
зависть;-1
зависть;-2
зависть;-1
зависть;-1
завладение;-1
завладение;0
завладение;0
завладение;-1
завладение;-1
завод;0
завод;0
завод;0
завод;0
заводной;0
заводной;1
заводной;0
завоеватель;0
завоеватель;0
завоеватель;0
завоеватель;0
завоеватель;0
завоеватель;-1
завозить;0
завозить;0
завозить;0
заволноваться;-1
заволноваться;-1
заволноваться;0
завтрашний;0
завтрашний;0
завтрашний;0
завышать;0
завышать;-1
завышать;0
завышать;0
завышать;-1
завышение;-1
завышение;0
завышение;0
завязка;0
завязка;0
завязка;0
завязка;0
завязка;0
загадка;0
загадка;0
загадка;0
загаживать;-1
загаживать;-1
загаживать;-1
загаживать;-1
загвоздка;0
загвоздка;-1
загвоздка;-1
загвоздка;0
заглохнуть;0
заглохнуть;-1
заглохнуть;0
заглядывать;0
заглядывать;0
заглядывать;0
заглядывать;0
загнивание;-2
загнивание;-1
загнивание;-1
загнивать;-2
загнивать;-1
загнивать;-1
заговор;-1
заговор;-1
заговор;0
заговор;-1
заговорщик;-1
заговорщик;0
заговорщик;-1
заговорщик;-1
заголосить;-1
заголосить;-1
заголосить;0
загонять;-1
загонять;-1
загонять;0
загонять;0
загонять;0
загонять;-1
загораться;0
загораться;0
загораться;0
загораться;0
загорелый;0
загорелый;0
загорелый;0
загорелый;0
загорелый;0
загорелый;0
загорелый;1
загорелый;0
заграница;0
заграница;0
заграница;0
заграница;-1
заграница;0
заграничный;0
заграничный;0
заграничный;0
загребущий;-1
загребущий;-1
загребущий;0
загребущий;-1
загребущий;-1
загрязнение;0
загрязнение;-1
загрязнение;-1
загрязнять;0
загрязнять;-1
загрязнять;-1
загубить;-1
загубить;-1
загубить;-1
зад;-1
зад;-2
зад;-1
зад;-1
зад;-1
зад;-2
задаваться;0
задаваться;0
задаваться;0
задаваться;-1
задача;0
задача;0
задача;0
задача;0
задворки;0
задворки;0
задворки;0
задворки;-1
задворки;-1
задворки;-2
задевать;-1
задевать;0
задевать;0
задерживать;0
задерживать;0
задерживать;0
задешево;0
задешево;-1
задешево;1
задирать;-1
задирать;-1
задирать;0
задница;0
задница;-1
задница;-2
задор;1
задор;1
задор;1
задорнов;0
задорнов;1
задорнов;0
задорнов;0
задорнов;0
задорнов;0
задумываться;0
задумываться;0
задумываться;0
задыхаться;-1
задыхаться;0
задыхаться;0
заезжать;0
заезжать;0
заезжать;0
зажигалка;0
зажигалка;0
зажигалка;0
зажигать;1
зажигать;0
зажигать;0
зазевываться;0
зазевываться;-1
зазевываться;-1
зазевываться;0
зазнаваться;-1
зазнаваться;-1
зазнаваться;-1
зазорный;-2
зазорный;-1
зазорный;-1
зазорный;-1
заигрывать;0
заигрывать;1
заигрывать;0
заикание;0
заикание;0
заикание;0
заикаться;-1
заикаться;-1
заикаться;-1
заинтересованность;0
заинтересованность;1
заинтересованность;0
заинтересованный;1
заинтересованный;0
заинтересованный;1
заинтересованный;1
заинтересованный;1
заинтересованный;1
заинтересовываться;0
заинтересовываться;0
заинтересовываться;0
заинтриговывать;0
заинтриговывать;1
заинтриговывать;0
заискивание;-1
заискивание;-1
заискивание;0
заискивать;-1
заискивать;-1
заискивать;-1
заискивать;-1
заискивать;-1
заискивать;-1
заискивать;-1
зайка;1
зайка;1
зайка;1
заказ;0
заказ;0
заказ;0
заказчик;0
заказчик;0
заказчик;0
заказчик;0
заказчик;0
заказывать;0
заказывать;0
заказывать;0
заканчивать;0
заканчивать;0
заканчивать;0
заклинивать;-1
заклинивать;-1
заклинивать;-1
заклинивать;-1
заключать;0
заключать;0
заключать;0
заключение;0
заключение;0
заключение;0
заключение;0
заключение;0
заключительный;0
заключительный;0
заключительный;0
заколебать;-1
заколебать;-1
заколебать;-1
закомплексованный;-1
закомплексованный;-1
закомплексованный;-1
закон;0
закон;0
закон;0
закон;0
законность;0
законность;0
законность;0
законный;1
законный;0
законный;0
законодательный;0
законодательный;0
законодательный;0
законодательство;0
законодательство;0
законодательство;0
закономерность;0
закономерность;0
закономерность;-1
закономерный;0
закономерный;0
закономерный;0
закономерный;0
закономерный;0
закономерный;0
законопослушный;1
законопослушный;0
законопослушный;0
законопроект;0
законопроект;0
законопроект;0
закоренелый;-1
закоренелый;-1
закоренелый;0
закоренелый;-1
закоренелый;-1
закоренелый;-1
закоренелый;-1
закрывать;0
закрывать;0
закрывать;0
закрывать;0
закрывать;0
закрываться;0
закрываться;0
закрываться;0
закрываться;0
закупать;0
закупать;0
закупать;-1
закупать;0
закуривать;-1
закуривать;-1
закуривать;-1
закуривать;0
закуривать;0
залезать;0
залезать;-1
залезать;0
залетать;0
залетать;0
залетать;0
залив;0
залив;0
залив;0
заливать;-1
заливать;-1
заливать;0
залог;0
залог;0
залог;0
заложник;-1
заложник;0
заложник;0
заложник;-1
заложник;-1
заляпывать;-1
заляпывать;-1
